date,platform,followers,new_followers,lost_followers,net_growth,follower_growth_rate,source_type
2024-11-05,Instagram,341767,508,158,350,0.001025,Modeled from Kaggle follower count and post engagement
2024-11-06,Instagram,342010,394,151,243,0.000711,Modeled from Kaggle follower count and post engagement
2024-11-07,Instagram,342787,933,156,777,0.002272,Modeled from Kaggle follower count and post engagement
2024-11-08,Instagram,343383,752,156,596,0.001739,Modeled from Kaggle follower count and post engagement
2024-11-09,Instagram,343815,586,154,432,0.001258,Modeled from Kaggle follower count and post engagement
2024-11-10,Instagram,344520,858,153,705,0.002051,Modeled from Kaggle follower count and post engagement
2024-11-11,Instagram,344952,588,156,432,0.001254,Modeled from Kaggle follower count and post engagement
2024-11-12,Instagram,345592,791,151,640,0.001855,Modeled from Kaggle follower count and post engagement
2024-11-13,Instagram,346462,1025,155,870,0.002517,Modeled from Kaggle follower count and post engagement
2024-11-14,Instagram,346998,686,150,536,0.001547,Modeled from Kaggle follower count and post engagement
2024-11-15,Instagram,347330,484,152,332,0.000957,Modeled from Kaggle follower count and post engagement
2024-11-16,Instagram,348045,868,153,715,0.002059,Modeled from Kaggle follower count and post engagement
2024-11-17,Instagram,348602,716,159,557,0.001600,Modeled from Kaggle follower count and post engagement
2024-11-18,Instagram,349435,988,155,833,0.002390,Modeled from Kaggle follower count and post engagement
2024-11-19,Instagram,349982,707,160,547,0.001565,Modeled from Kaggle follower count and post engagement
2024-11-20,Instagram,350352,522,152,370,0.001057,Modeled from Kaggle follower count and post engagement
2024-11-21,Instagram,350819,618,151,467,0.001333,Modeled from Kaggle follower count and post engagement
2024-11-22,Instagram,351084,423,158,265,0.000755,Modeled from Kaggle follower count and post engagement
2024-11-23,Instagram,351722,792,154,638,0.001817,Modeled from Kaggle follower count and post engagement
2024-11-24,Instagram,352297,737,162,575,0.001635,Modeled from Kaggle follower count and post engagement
2024-11-25,Instagram,352913,770,154,616,0.001749,Modeled from Kaggle follower count and post engagement
2024-11-26,Instagram,353700,944,157,787,0.002230,Modeled from Kaggle follower count and post engagement
2024-11-27,Instagram,354203,664,161,503,0.001422,Modeled from Kaggle follower count and post engagement
2024-11-28,Instagram,354716,674,161,513,0.001448,Modeled from Kaggle follower count and post engagement
2024-11-29,Instagram,355495,938,159,779,0.002196,Modeled from Kaggle follower count and post engagement
2024-11-30,Instagram,356049,717,163,554,0.001558,Modeled from Kaggle follower count and post engagement
2024-12-01,Instagram,356520,632,161,471,0.001323,Modeled from Kaggle follower count and post engagement
2024-12-02,Instagram,356900,542,162,380,0.001066,Modeled from Kaggle follower count and post engagement
2024-12-03,Instagram,357566,830,164,666,0.001866,Modeled from Kaggle follower count and post engagement
2024-12-04,Instagram,357932,521,155,366,0.001024,Modeled from Kaggle follower count and post engagement
2024-12-05,Instagram,358619,845,158,687,0.001919,Modeled from Kaggle follower count and post engagement
2024-12-06,Instagram,358905,456,170,286,0.000798,Modeled from Kaggle follower count and post engagement
2024-12-07,Instagram,359500,756,161,595,0.001658,Modeled from Kaggle follower count and post engagement
2024-12-08,Instagram,360342,1007,165,842,0.002342,Modeled from Kaggle follower count and post engagement
2024-12-09,Instagram,360838,660,164,496,0.001376,Modeled from Kaggle follower count and post engagement
2024-12-10,Instagram,361451,777,164,613,0.001699,Modeled from Kaggle follower count and post engagement
2024-12-11,Instagram,361743,451,159,292,0.000808,Modeled from Kaggle follower count and post engagement
2024-12-12,Instagram,362435,856,164,692,0.001913,Modeled from Kaggle follower count and post engagement
2024-12-13,Instagram,363042,772,165,607,0.001675,Modeled from Kaggle follower count and post engagement
2024-12-14,Instagram,363457,580,165,415,0.001143,Modeled from Kaggle follower count and post engagement
2024-12-15,Instagram,364162,866,161,705,0.001940,Modeled from Kaggle follower count and post engagement
2024-12-16,Instagram,364974,970,158,812,0.002230,Modeled from Kaggle follower count and post engagement
2024-12-17,Instagram,365749,934,159,775,0.002123,Modeled from Kaggle follower count and post engagement
2024-12-18,Instagram,366198,624,175,449,0.001228,Modeled from Kaggle follower count and post engagement
2024-12-19,Instagram,366838,799,159,640,0.001748,Modeled from Kaggle follower count and post engagement
2024-12-20,Instagram,367266,594,166,428,0.001167,Modeled from Kaggle follower count and post engagement
2024-12-21,Instagram,367861,760,165,595,0.001620,Modeled from Kaggle follower count and post engagement
2024-12-22,Instagram,368201,499,159,340,0.000924,Modeled from Kaggle follower count and post engagement
2024-12-23,Instagram,368685,641,157,484,0.001314,Modeled from Kaggle follower count and post engagement
2024-12-24,Instagram,369332,811,164,647,0.001755,Modeled from Kaggle follower count and post engagement
2024-12-25,Instagram,369870,703,165,538,0.001457,Modeled from Kaggle follower count and post engagement
2024-12-26,Instagram,370579,872,163,709,0.001917,Modeled from Kaggle follower count and post engagement
2024-12-27,Instagram,371224,813,168,645,0.001741,Modeled from Kaggle follower count and post engagement
2024-12-28,Instagram,371462,406,168,238,0.000641,Modeled from Kaggle follower count and post engagement
2024-12-29,Instagram,371853,562,171,391,0.001053,Modeled from Kaggle follower count and post engagement
2024-12-30,Instagram,372307,621,167,454,0.001221,Modeled from Kaggle follower count and post engagement
2024-12-31,Instagram,372746,608,169,439,0.001179,Modeled from Kaggle follower count and post engagement
2025-01-01,Instagram,373006,426,166,260,0.000698,Modeled from Kaggle follower count and post engagement
2025-01-02,Instagram,373622,784,168,616,0.001651,Modeled from Kaggle follower count and post engagement
2025-01-03,Instagram,374017,561,166,395,0.001057,Modeled from Kaggle follower count and post engagement
2025-01-04,Instagram,374572,726,171,555,0.001484,Modeled from Kaggle follower count and post engagement
2025-01-05,Instagram,375049,645,168,477,0.001273,Modeled from Kaggle follower count and post engagement
2025-01-06,Instagram,375345,464,168,296,0.000789,Modeled from Kaggle follower count and post engagement
2025-01-07,Instagram,375817,638,166,472,0.001258,Modeled from Kaggle follower count and post engagement
2025-01-08,Instagram,376331,690,176,514,0.001368,Modeled from Kaggle follower count and post engagement
2025-01-09,Instagram,376932,772,171,601,0.001597,Modeled from Kaggle follower count and post engagement
2025-01-10,Instagram,377494,735,173,562,0.001491,Modeled from Kaggle follower count and post engagement
2025-01-11,Instagram,378085,756,165,591,0.001566,Modeled from Kaggle follower count and post engagement
2025-01-12,Instagram,378377,459,167,292,0.000772,Modeled from Kaggle follower count and post engagement
2025-01-13,Instagram,379046,840,171,669,0.001768,Modeled from Kaggle follower count and post engagement
2025-01-14,Instagram,379884,1008,170,838,0.002211,Modeled from Kaggle follower count and post engagement
2025-01-15,Instagram,380238,527,173,354,0.000932,Modeled from Kaggle follower count and post engagement
2025-01-16,Instagram,380817,752,173,579,0.001523,Modeled from Kaggle follower count and post engagement
2025-01-17,Instagram,381324,678,171,507,0.001331,Modeled from Kaggle follower count and post engagement
2025-01-18,Instagram,381942,788,170,618,0.001621,Modeled from Kaggle follower count and post engagement
2025-01-19,Instagram,382443,677,176,501,0.001312,Modeled from Kaggle follower count and post engagement
2025-01-20,Instagram,382709,435,169,266,0.000696,Modeled from Kaggle follower count and post engagement
2025-01-21,Instagram,383160,625,174,451,0.001178,Modeled from Kaggle follower count and post engagement
2025-01-22,Instagram,383770,782,172,610,0.001592,Modeled from Kaggle follower count and post engagement
2025-01-23,Instagram,384129,528,169,359,0.000935,Modeled from Kaggle follower count and post engagement
2025-01-24,Instagram,384552,586,163,423,0.001101,Modeled from Kaggle follower count and post engagement
2025-01-25,Instagram,385094,711,169,542,0.001409,Modeled from Kaggle follower count and post engagement
2025-01-26,Instagram,385507,589,176,413,0.001072,Modeled from Kaggle follower count and post engagement
2025-01-27,Instagram,385936,607,178,429,0.001113,Modeled from Kaggle follower count and post engagement
2025-01-28,Instagram,386462,700,174,526,0.001363,Modeled from Kaggle follower count and post engagement
2025-01-29,Instagram,386834,545,173,372,0.000963,Modeled from Kaggle follower count and post engagement
2025-01-30,Instagram,387374,714,174,540,0.001396,Modeled from Kaggle follower count and post engagement
2025-01-31,Instagram,387943,740,171,569,0.001469,Modeled from Kaggle follower count and post engagement
2025-02-01,Instagram,388607,838,174,664,0.001712,Modeled from Kaggle follower count and post engagement
2025-02-02,Instagram,389125,694,176,518,0.001333,Modeled from Kaggle follower count and post engagement
2025-02-03,Instagram,389633,681,173,508,0.001305,Modeled from Kaggle follower count and post engagement
2025-02-04,Instagram,390107,647,173,474,0.001217,Modeled from Kaggle follower count and post engagement
2025-02-05,Instagram,390829,900,178,722,0.001851,Modeled from Kaggle follower count and post engagement
2025-02-06,Instagram,391283,624,170,454,0.001162,Modeled from Kaggle follower count and post engagement
2025-02-07,Instagram,391615,499,167,332,0.000848,Modeled from Kaggle follower count and post engagement
2025-02-08,Instagram,392032,593,176,417,0.001065,Modeled from Kaggle follower count and post engagement
2025-02-09,Instagram,392414,565,183,382,0.000974,Modeled from Kaggle follower count and post engagement
2025-02-10,Instagram,392958,720,176,544,0.001386,Modeled from Kaggle follower count and post engagement
2025-02-11,Instagram,393244,462,176,286,0.000728,Modeled from Kaggle follower count and post engagement
2025-02-12,Instagram,393736,669,177,492,0.001251,Modeled from Kaggle follower count and post engagement
2025-02-13,Instagram,394057,500,179,321,0.000815,Modeled from Kaggle follower count and post engagement
2025-02-14,Instagram,394640,757,174,583,0.001479,Modeled from Kaggle follower count and post engagement
2025-02-15,Instagram,395092,625,173,452,0.001145,Modeled from Kaggle follower count and post engagement
2025-02-16,Instagram,395726,806,172,634,0.001605,Modeled from Kaggle follower count and post engagement
2025-02-17,Instagram,395923,373,176,197,0.000498,Modeled from Kaggle follower count and post engagement
2025-02-18,Instagram,396229,484,178,306,0.000773,Modeled from Kaggle follower count and post engagement
2025-02-19,Instagram,396768,724,185,539,0.001360,Modeled from Kaggle follower count and post engagement
2025-02-20,Instagram,397351,761,178,583,0.001469,Modeled from Kaggle follower count and post engagement
2025-02-21,Instagram,397657,489,183,306,0.000770,Modeled from Kaggle follower count and post engagement
2025-02-22,Instagram,398129,652,180,472,0.001187,Modeled from Kaggle follower count and post engagement
2025-02-23,Instagram,398831,881,179,702,0.001763,Modeled from Kaggle follower count and post engagement
2025-02-24,Instagram,398957,307,181,126,0.000316,Modeled from Kaggle follower count and post engagement
2025-02-25,Instagram,399532,757,182,575,0.001441,Modeled from Kaggle follower count and post engagement
2025-02-26,Instagram,400134,786,184,602,0.001507,Modeled from Kaggle follower count and post engagement
2025-02-27,Instagram,400460,506,180,326,0.000815,Modeled from Kaggle follower count and post engagement
2025-02-28,Instagram,400532,251,179,72,0.000180,Modeled from Kaggle follower count and post engagement
2025-03-01,Instagram,401012,653,173,480,0.001198,Modeled from Kaggle follower count and post engagement
2025-03-02,Instagram,401559,730,183,547,0.001364,Modeled from Kaggle follower count and post engagement
2025-03-03,Instagram,402381,1006,184,822,0.002047,Modeled from Kaggle follower count and post engagement
