post_id,source_dataset,original_post_id,platform,post_datetime,post_date,post_hour,weekday_name,posting_time_bucket,campaign_id,campaign_name,campaign_type,content_type,content_category,sentiment,influencer_tier,hashtag_count,content_length,has_media,is_verified,impressions,reach,likes,comments,shares,saves,clicks,engagement_rate,ctr
KG-POST_04696,aviral342/social-media-engagement-dataset,POST_04696,TikTok,2024-01-18 11:35:00,2024-01-18,11,Thursday,Morning,CMP-2024-TIKTOK-01,2024 Q1 Awareness Sprint,Paid,Video,Fashion,Negative,Macro,8,199,TRUE,FALSE,9876,7375,5391,243,3142,2778,117,1.169907,0.011847
KG-POST_04097,aviral342/social-media-engagement-dataset,POST_04097,Instagram,2024-01-19 19:06:00,2024-01-19,19,Friday,Evening,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Photo,Gaming,Neutral,Macro,25,1257,TRUE,FALSE,22263,18782,5564,46,94,290,271,0.269236,0.012173
KG-POST_04987,aviral342/social-media-engagement-dataset,POST_04987,LinkedIn,2024-01-19 20:50:00,2024-01-19,20,Friday,Evening,ORG-LINKEDIN,Organic / Always On,Organic,Poll,Entertainment,Neutral,Macro,7,1133,TRUE,FALSE,1184,938,1615,83,358,201,31,1.906250,0.026182
KG-POST_03762,aviral342/social-media-engagement-dataset,POST_03762,LinkedIn,2024-01-20 03:42:00,2024-01-20,3,Saturday,Late Night,ORG-LINKEDIN,Organic / Always On,Organic,Post,Business,Negative,Macro,14,1150,TRUE,FALSE,26278,22859,1964,112,118,250,736,0.093006,0.028008
KG-POST_03791,aviral342/social-media-engagement-dataset,POST_03791,Instagram,2024-01-20 08:35:00,2024-01-20,8,Saturday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Technology,Positive,Mid-tier,24,1665,TRUE,FALSE,49825,31254,1169,171,63,262,851,0.033417,0.017080
KG-POST_01523,aviral342/social-media-engagement-dataset,POST_01523,X/Twitter,2024-01-20 12:50:00,2024-01-20,12,Saturday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Fitness,Neutral,Macro,4,520,TRUE,FALSE,43738,28667,4251,281,83,197,786,0.110019,0.017971
KG-POST_03344,aviral342/social-media-engagement-dataset,POST_03344,Instagram,2024-01-20 20:45:00,2024-01-20,20,Saturday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Entertainment,Positive,Macro,16,53,TRUE,FALSE,32890,19962,1417,62,92,871,498,0.074247,0.015141
KG-POST_03371,aviral342/social-media-engagement-dataset,POST_03371,Instagram,2024-01-21 01:55:00,2024-01-21,1,Sunday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Travel,Positive,Macro,5,314,TRUE,FALSE,21794,14054,1488,333,46,342,239,0.101358,0.010966
KG-POST_00755,aviral342/social-media-engagement-dataset,POST_00755,Instagram,2024-01-21 12:55:00,2024-01-21,12,Sunday,Afternoon,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Story,Travel,Positive,Macro,6,429,TRUE,FALSE,4501,3971,5701,337,47,73,70,1.368140,0.015552
KG-POST_01547,aviral342/social-media-engagement-dataset,POST_01547,TikTok,2024-01-21 16:30:00,2024-01-21,16,Sunday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Food,Positive,Nano,22,289,TRUE,FALSE,483575,423977,39344,1057,3856,2839,4182,0.097391,0.008648
KG-POST_03432,aviral342/social-media-engagement-dataset,POST_03432,YouTube,2024-01-22 00:59:00,2024-01-22,0,Monday,Late Night,CMP-2024-YOUTUBE-01,2024 Q1 Awareness Sprint,Paid,Video,Gaming,Negative,Mid-tier,22,315,TRUE,FALSE,69858,49058,1601,167,967,314,1220,0.043646,0.017464
KG-POST_03605,aviral342/social-media-engagement-dataset,POST_03605,Instagram,2024-01-22 05:18:00,2024-01-22,5,Monday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Technology,Positive,Macro,6,396,TRUE,TRUE,34570,26357,5014,121,200,591,541,0.171420,0.015649
KG-POST_04147,aviral342/social-media-engagement-dataset,POST_04147,Instagram,2024-01-22 19:48:00,2024-01-22,19,Monday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Technology,Neutral,Mid-tier,13,1344,TRUE,TRUE,32102,19498,3582,261,269,371,481,0.139649,0.014983
KG-POST_02369,aviral342/social-media-engagement-dataset,POST_02369,X/Twitter,2024-01-22 22:24:00,2024-01-22,22,Monday,Late Night,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Tweet,Education,Positive,Macro,27,1131,TRUE,TRUE,26120,16771,4511,242,36,204,398,0.191156,0.015237
KG-POST_03769,aviral342/social-media-engagement-dataset,POST_03769,Instagram,2024-01-24 10:27:00,2024-01-24,10,Wednesday,Morning,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Carousel,Entertainment,Positive,Macro,20,549,TRUE,FALSE,46112,35613,980,463,10,430,643,0.040835,0.013944
KG-POST_04937,aviral342/social-media-engagement-dataset,POST_04937,YouTube,2024-01-24 16:32:00,2024-01-24,16,Wednesday,Afternoon,CMP-2024-YOUTUBE-01,2024 Q1 Awareness Sprint,Paid,Live,Education,Positive,Micro,27,448,FALSE,TRUE,395961,264835,18368,441,862,989,9257,0.052177,0.023379
KG-POST_04819,aviral342/social-media-engagement-dataset,POST_04819,TikTok,2024-01-24 21:27:00,2024-01-24,21,Wednesday,Evening,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Technology,Positive,Macro,17,457,TRUE,TRUE,379735,306747,49227,86,4822,1115,5624,0.145496,0.014810
KG-POST_03045,aviral342/social-media-engagement-dataset,POST_03045,LinkedIn,2024-01-25 14:29:00,2024-01-25,14,Thursday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Document,Food,Positive,Mid-tier,24,1820,TRUE,TRUE,19708,11851,1699,140,161,239,563,0.113609,0.028567
KG-POST_02883,aviral342/social-media-engagement-dataset,POST_02883,Instagram,2024-01-25 19:05:00,2024-01-25,19,Thursday,Evening,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Photo,Gaming,Negative,Macro,19,1434,TRUE,FALSE,43543,26141,9387,466,117,76,351,0.230714,0.008061
KG-POST_00183,aviral342/social-media-engagement-dataset,POST_00183,YouTube,2024-01-25 21:12:00,2024-01-25,21,Thursday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Video,Travel,Neutral,Mid-tier,1,32,FALSE,FALSE,707443,530756,19119,832,500,3959,9568,0.034505,0.013525
KG-POST_01243,aviral342/social-media-engagement-dataset,POST_01243,TikTok,2024-01-26 15:06:00,2024-01-26,15,Friday,Afternoon,CMP-2024-TIKTOK-01,2024 Q1 Awareness Sprint,Paid,Stitch,Entertainment,Neutral,Macro,14,16,FALSE,FALSE,482007,289089,28457,874,808,544,6634,0.063657,0.013763
KG-POST_02695,aviral342/social-media-engagement-dataset,POST_02695,YouTube,2024-01-26 15:57:00,2024-01-26,15,Friday,Afternoon,ORG-YOUTUBE,Organic / Always On,Organic,Community Post,Health,Positive,Macro,28,564,TRUE,FALSE,370992,229028,11912,44,699,966,7521,0.036715,0.020273
KG-POST_01970,aviral342/social-media-engagement-dataset,POST_01970,Instagram,2024-01-26 16:52:00,2024-01-26,16,Friday,Afternoon,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Photo,Technology,Neutral,Macro,1,177,TRUE,FALSE,6368,4682,4419,362,178,793,86,0.903266,0.013505
KG-POST_04906,aviral342/social-media-engagement-dataset,POST_04906,Instagram,2024-01-26 23:46:00,2024-01-26,23,Friday,Late Night,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Carousel,Gaming,Neutral,Mid-tier,19,699,TRUE,FALSE,46894,40657,5039,401,199,47,531,0.121252,0.011323
KG-POST_00547,aviral342/social-media-engagement-dataset,POST_00547,Instagram,2024-01-27 04:00:00,2024-01-27,4,Saturday,Late Night,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Carousel,Education,Neutral,Macro,24,1626,TRUE,FALSE,8550,6867,7298,278,277,967,106,1.031579,0.012398
KG-POST_04884,aviral342/social-media-engagement-dataset,POST_04884,Instagram,2024-01-27 04:50:00,2024-01-27,4,Saturday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Food,Neutral,Macro,22,312,TRUE,FALSE,23442,15079,7597,340,80,462,296,0.361701,0.012627
KG-POST_01612,aviral342/social-media-engagement-dataset,POST_01612,LinkedIn,2024-01-27 06:10:00,2024-01-27,6,Saturday,Morning,ORG-LINKEDIN,Organic / Always On,Organic,Post,Lifestyle,Positive,Micro,7,1132,TRUE,FALSE,16202,12747,1596,75,145,192,393,0.123935,0.024256
KG-POST_01528,aviral342/social-media-engagement-dataset,POST_01528,X/Twitter,2024-01-27 10:38:00,2024-01-27,10,Saturday,Morning,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Thread,Travel,Positive,Macro,25,1198,TRUE,FALSE,39062,31972,132,190,1140,314,549,0.045466,0.014055
KG-POST_02282,aviral342/social-media-engagement-dataset,POST_02282,X/Twitter,2024-01-27 12:33:00,2024-01-27,12,Saturday,Afternoon,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Thread,Entertainment,Positive,Mid-tier,11,1965,TRUE,TRUE,87624,69357,4938,80,350,253,1119,0.064149,0.012770
KG-POST_03900,aviral342/social-media-engagement-dataset,POST_03900,TikTok,2024-01-27 14:33:00,2024-01-27,14,Saturday,Afternoon,CMP-2024-TIKTOK-01,2024 Q1 Awareness Sprint,Paid,Video,Lifestyle,Neutral,Macro,26,259,TRUE,FALSE,216540,195225,21899,852,1624,1355,2689,0.118823,0.012418
KG-POST_01719,aviral342/social-media-engagement-dataset,POST_01719,YouTube,2024-01-27 20:31:00,2024-01-27,20,Saturday,Evening,CMP-2024-YOUTUBE-01,2024 Q1 Awareness Sprint,Paid,Video,Technology,Positive,Macro,24,387,TRUE,TRUE,714341,623614,4055,392,410,968,17535,0.008154,0.024547
KG-POST_04706,aviral342/social-media-engagement-dataset,POST_04706,X/Twitter,2024-01-27 22:27:00,2024-01-27,22,Saturday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Gaming,Negative,Macro,18,1709,FALSE,FALSE,55421,33454,4209,6,1592,209,613,0.108551,0.011061
KG-POST_00808,aviral342/social-media-engagement-dataset,POST_00808,YouTube,2024-01-27 23:11:00,2024-01-27,23,Saturday,Late Night,ORG-YOUTUBE,Organic / Always On,Organic,Live,Technology,Negative,Macro,10,235,FALSE,TRUE,103552,60570,19439,416,1257,111,2137,0.204950,0.020637
KG-POST_04085,aviral342/social-media-engagement-dataset,POST_04085,Instagram,2024-01-28 02:40:00,2024-01-28,2,Sunday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Travel,Neutral,Macro,23,555,TRUE,FALSE,32559,23367,5243,246,50,743,339,0.192942,0.010412
KG-POST_03577,aviral342/social-media-engagement-dataset,POST_03577,Instagram,2024-01-28 06:30:00,2024-01-28,6,Sunday,Morning,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Story,Lifestyle,Negative,Macro,24,1747,TRUE,FALSE,45196,31258,7180,59,151,972,584,0.185016,0.012921
KG-POST_03362,aviral342/social-media-engagement-dataset,POST_03362,X/Twitter,2024-01-29 07:51:00,2024-01-29,7,Monday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Lifestyle,Neutral,Macro,10,290,TRUE,FALSE,35253,23070,2589,122,805,169,415,0.104530,0.011772
KG-POST_00731,aviral342/social-media-engagement-dataset,POST_00731,Instagram,2024-01-29 10:59:00,2024-01-29,10,Monday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Business,Positive,Macro,22,1440,TRUE,FALSE,42216,38765,9569,107,246,833,551,0.254761,0.013052
KG-POST_01690,aviral342/social-media-engagement-dataset,POST_01690,TikTok,2024-01-29 12:03:00,2024-01-29,12,Monday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Video,Gaming,Positive,Macro,18,598,TRUE,FALSE,159641,96206,47487,1549,256,864,1768,0.314180,0.011075
KG-POST_03688,aviral342/social-media-engagement-dataset,POST_03688,X/Twitter,2024-01-29 17:37:00,2024-01-29,17,Monday,Evening,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Tweet,Travel,Neutral,Macro,8,1413,TRUE,FALSE,30622,23709,2301,74,1385,95,415,0.125890,0.013552
KG-POST_03302,aviral342/social-media-engagement-dataset,POST_03302,YouTube,2024-01-29 18:02:00,2024-01-29,18,Monday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Short,Travel,Positive,Macro,15,202,TRUE,FALSE,295203,171525,13117,628,930,1543,4705,0.054938,0.015938
KG-POST_00459,aviral342/social-media-engagement-dataset,POST_00459,Instagram,2024-01-30 01:20:00,2024-01-30,1,Tuesday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Lifestyle,Neutral,Macro,19,827,FALSE,FALSE,3773,2532,8458,200,282,656,37,2.543334,0.009807
KG-POST_00852,aviral342/social-media-engagement-dataset,POST_00852,LinkedIn,2024-01-30 02:02:00,2024-01-30,2,Tuesday,Late Night,ORG-LINKEDIN,Organic / Always On,Organic,Document,Fitness,Positive,Macro,25,1157,TRUE,FALSE,25316,16745,933,23,105,208,501,0.050126,0.019790
KG-POST_03509,aviral342/social-media-engagement-dataset,POST_03509,TikTok,2024-01-30 02:29:00,2024-01-30,2,Tuesday,Late Night,CMP-2024-TIKTOK-01,2024 Q1 Awareness Sprint,Paid,Duet,Lifestyle,Positive,Macro,16,505,TRUE,TRUE,372278,323359,27941,1035,4109,2894,3648,0.096646,0.009799
KG-POST_03367,aviral342/social-media-engagement-dataset,POST_03367,X/Twitter,2024-01-30 08:50:00,2024-01-30,8,Tuesday,Morning,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Poll,Sports,Positive,Micro,0,197,FALSE,FALSE,42573,36279,427,134,1710,480,499,0.064618,0.011721
KG-POST_00260,aviral342/social-media-engagement-dataset,POST_00260,Instagram,2024-01-30 12:21:00,2024-01-30,12,Tuesday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Fitness,Negative,Macro,10,524,TRUE,TRUE,39951,29036,3768,498,25,71,482,0.109184,0.012065
KG-POST_02999,aviral342/social-media-engagement-dataset,POST_02999,X/Twitter,2024-01-30 15:32:00,2024-01-30,15,Tuesday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Lifestyle,Neutral,Macro,11,1986,TRUE,FALSE,17551,13098,1831,147,384,261,219,0.149450,0.012478
KG-POST_00309,aviral342/social-media-engagement-dataset,POST_00309,TikTok,2024-01-30 15:54:00,2024-01-30,15,Tuesday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Fitness,Neutral,Macro,1,146,TRUE,TRUE,489469,449412,17512,1627,1262,642,4548,0.042991,0.009292
KG-POST_02725,aviral342/social-media-engagement-dataset,POST_02725,X/Twitter,2024-01-30 15:57:00,2024-01-30,15,Tuesday,Afternoon,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Poll,Gaming,Positive,Macro,21,1364,TRUE,FALSE,29794,22808,2067,150,1269,296,334,0.126938,0.011210
KG-POST_00410,aviral342/social-media-engagement-dataset,POST_00410,Instagram,2024-01-30 20:38:00,2024-01-30,20,Tuesday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Sports,Neutral,Micro,16,518,TRUE,FALSE,18276,11061,8616,380,36,38,168,0.496279,0.009192
KG-POST_01262,aviral342/social-media-engagement-dataset,POST_01262,TikTok,2024-01-30 23:39:00,2024-01-30,23,Tuesday,Late Night,ORG-TIKTOK,Organic / Always On,Organic,Duet,Fitness,Neutral,Micro,0,507,TRUE,FALSE,442991,333901,42835,1976,1787,291,6181,0.105846,0.013953
KG-POST_03273,aviral342/social-media-engagement-dataset,POST_03273,LinkedIn,2024-01-31 03:47:00,2024-01-31,3,Wednesday,Late Night,CMP-2024-LINKEDIN-01,2024 Q1 Awareness Sprint,Paid,Post,Lifestyle,Negative,Macro,27,457,TRUE,TRUE,21326,14086,1360,39,433,41,481,0.087827,0.022555
KG-POST_03660,aviral342/social-media-engagement-dataset,POST_03660,YouTube,2024-01-31 14:09:00,2024-01-31,14,Wednesday,Afternoon,ORG-YOUTUBE,Organic / Always On,Organic,Short,Travel,Neutral,Macro,3,34,TRUE,FALSE,302746,278410,7502,370,1922,2392,4426,0.040252,0.014620
KG-POST_00277,aviral342/social-media-engagement-dataset,POST_00277,TikTok,2024-02-01 07:12:00,2024-02-01,7,Thursday,Morning,CMP-2024-TIKTOK-01,2024 Q1 Awareness Sprint,Paid,Duet,Sports,Neutral,Micro,8,359,FALSE,FALSE,15956,13091,14790,205,564,873,138,1.029832,0.008649
KG-POST_01298,aviral342/social-media-engagement-dataset,POST_01298,Instagram,2024-02-01 07:18:00,2024-02-01,7,Thursday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Sports,Positive,Macro,20,97,TRUE,FALSE,18802,11368,2029,205,116,710,246,0.162749,0.013084
KG-POST_01684,aviral342/social-media-engagement-dataset,POST_01684,TikTok,2024-02-01 07:23:00,2024-02-01,7,Thursday,Morning,CMP-2024-TIKTOK-01,2024 Q1 Awareness Sprint,Paid,Duet,Gaming,Positive,Macro,29,211,TRUE,TRUE,33273,25335,42071,1407,1697,2547,366,1.434256,0.011000
KG-POST_01597,aviral342/social-media-engagement-dataset,POST_01597,X/Twitter,2024-02-01 13:41:00,2024-02-01,13,Thursday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Gaming,Neutral,Micro,29,59,TRUE,FALSE,18507,14384,2589,238,1485,382,295,0.253634,0.015940
KG-POST_04931,aviral342/social-media-engagement-dataset,POST_04931,X/Twitter,2024-02-02 03:21:00,2024-02-02,3,Friday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Fashion,Neutral,Macro,24,286,TRUE,TRUE,49809,43943,565,271,172,86,976,0.021964,0.019595
KG-POST_02395,aviral342/social-media-engagement-dataset,POST_02395,TikTok,2024-02-02 06:06:00,2024-02-02,6,Friday,Morning,CMP-2024-TIKTOK-01,2024 Q1 Awareness Sprint,Paid,Duet,Education,Positive,Macro,15,435,TRUE,FALSE,279823,191814,15555,1740,994,401,3636,0.066792,0.012994
KG-POST_00091,aviral342/social-media-engagement-dataset,POST_00091,Instagram,2024-02-02 10:04:00,2024-02-02,10,Friday,Morning,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Photo,Education,Positive,Macro,21,1354,TRUE,FALSE,8937,6216,6091,235,276,120,116,0.752154,0.012980
KG-POST_00039,aviral342/social-media-engagement-dataset,POST_00039,LinkedIn,2024-02-02 10:25:00,2024-02-02,10,Friday,Morning,ORG-LINKEDIN,Organic / Always On,Organic,Article,Sports,Neutral,Macro,20,1208,TRUE,FALSE,29763,20512,1681,142,450,86,707,0.079259,0.023754
KG-POST_02397,aviral342/social-media-engagement-dataset,POST_02397,Instagram,2024-02-02 18:41:00,2024-02-02,18,Friday,Evening,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Reel,Travel,Positive,Macro,28,100,TRUE,FALSE,9417,5563,6826,292,12,171,122,0.775300,0.012955
KG-POST_03016,aviral342/social-media-engagement-dataset,POST_03016,X/Twitter,2024-02-02 22:36:00,2024-02-02,22,Friday,Late Night,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Retweet,Entertainment,Neutral,Macro,28,690,TRUE,FALSE,46221,42082,4013,14,880,154,549,0.109496,0.011878
KG-POST_04748,aviral342/social-media-engagement-dataset,POST_04748,Instagram,2024-02-03 07:17:00,2024-02-03,7,Saturday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Food,Positive,Nano,11,671,TRUE,FALSE,30994,24341,8994,182,83,713,377,0.321740,0.012164
KG-POST_02848,aviral342/social-media-engagement-dataset,POST_02848,X/Twitter,2024-02-03 10:05:00,2024-02-03,10,Saturday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Education,Positive,Macro,26,634,TRUE,TRUE,62850,40186,1095,113,139,477,1048,0.029021,0.016675
KG-POST_01310,aviral342/social-media-engagement-dataset,POST_01310,TikTok,2024-02-03 14:16:00,2024-02-03,14,Saturday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Video,Business,Neutral,Macro,17,339,TRUE,FALSE,497812,392096,13019,1420,4523,1244,7711,0.040590,0.015490
KG-POST_02626,aviral342/social-media-engagement-dataset,POST_02626,YouTube,2024-02-03 21:36:00,2024-02-03,21,Saturday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Community Post,Lifestyle,Positive,Macro,28,1309,TRUE,FALSE,270951,233658,16356,856,933,2210,4049,0.075124,0.014944
KG-POST_02814,aviral342/social-media-engagement-dataset,POST_02814,Instagram,2024-02-04 01:36:00,2024-02-04,1,Sunday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Health,Negative,Macro,13,471,TRUE,FALSE,22391,13521,1362,333,260,793,266,0.122728,0.011880
KG-POST_02342,aviral342/social-media-engagement-dataset,POST_02342,Instagram,2024-02-04 06:29:00,2024-02-04,6,Sunday,Morning,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Carousel,Health,Positive,Macro,24,1696,TRUE,FALSE,49641,35104,7333,154,7,41,588,0.151790,0.011845
KG-POST_03407,aviral342/social-media-engagement-dataset,POST_03407,TikTok,2024-02-04 08:55:00,2024-02-04,8,Sunday,Morning,ORG-TIKTOK,Organic / Always On,Organic,Video,Health,Positive,Macro,23,165,FALSE,TRUE,146257,97155,932,1932,1041,944,2205,0.033154,0.015076
KG-POST_01590,aviral342/social-media-engagement-dataset,POST_01590,LinkedIn,2024-02-04 09:01:00,2024-02-04,9,Sunday,Morning,CMP-2024-LINKEDIN-01,2024 Q1 Awareness Sprint,Paid,Poll,Gaming,Negative,Mid-tier,26,1586,TRUE,FALSE,18926,16824,256,105,361,164,414,0.046814,0.021875
KG-POST_01048,aviral342/social-media-engagement-dataset,POST_01048,Instagram,2024-02-04 14:38:00,2024-02-04,14,Sunday,Afternoon,CMP-2024-INSTAGRAM-01,2024 Q1 Awareness Sprint,Paid,Photo,Gaming,Neutral,Macro,25,1323,TRUE,FALSE,29431,21909,5955,25,276,342,294,0.224185,0.009989
KG-POST_04397,aviral342/social-media-engagement-dataset,POST_04397,X/Twitter,2024-02-05 02:07:00,2024-02-05,2,Monday,Late Night,CMP-2024-X_TWITTER-01,2024 Q1 Awareness Sprint,Paid,Thread,Education,Positive,Macro,23,590,FALSE,FALSE,47116,33784,3485,259,1091,20,754,0.103044,0.016003
KG-POST_02434,aviral342/social-media-engagement-dataset,POST_02434,X/Twitter,2024-02-05 09:38:00,2024-02-05,9,Monday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Gaming,Positive,Macro,8,527,TRUE,FALSE,49601,38700,2504,180,620,126,830,0.069152,0.016734
KG-POST_01633,aviral342/social-media-engagement-dataset,POST_01633,LinkedIn,2024-02-05 16:36:00,2024-02-05,16,Monday,Afternoon,CMP-2024-LINKEDIN-01,2024 Q1 Awareness Sprint,Paid,Post,Education,Neutral,Macro,17,1090,TRUE,FALSE,28280,24991,537,107,219,143,628,0.035573,0.022207
KG-POST_04104,aviral342/social-media-engagement-dataset,POST_04104,Instagram,2024-02-05 21:34:00,2024-02-05,21,Monday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Business,Positive,Micro,2,102,TRUE,FALSE,33798,31054,365,314,79,726,508,0.043908,0.015030
KG-POST_02635,aviral342/social-media-engagement-dataset,POST_02635,LinkedIn,2024-02-06 02:49:00,2024-02-06,2,Tuesday,Late Night,CMP-2024-LINKEDIN-01,2024 Q1 Awareness Sprint,Paid,Article,Education,Positive,Macro,24,998,TRUE,FALSE,25932,18690,694,18,51,181,672,0.036403,0.025914
KG-POST_01440,aviral342/social-media-engagement-dataset,POST_01440,LinkedIn,2024-02-06 17:51:00,2024-02-06,17,Tuesday,Evening,ORG-LINKEDIN,Organic / Always On,Organic,Poll,Food,Positive,Micro,19,446,TRUE,TRUE,3634,2957,752,48,87,196,66,0.298019,0.018162
